"","ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Gene.symbol","Gene.title","Gene.ID"
"201565_s_at","201565_s_at",3.8084662060691e-06,1.05390203379653e-07,8.31715959813791,7.75048586103813,2.07442901538462,"NM_002166","ID2","inhibitor of DNA binding 2, HLH protein","3398"
"1554027_a_at","1554027_a_at",3.81033587391865e-06,1.05511632612946e-07,-8.31651727622711,7.74931077317891,-1.279183,"BC030977","SLC4A4","solute carrier family 4 member 4","8671"
"239517_at","239517_at",3.81115057385425e-06,1.05632116056449e-07,-8.31588071675459,7.74814617324579,-1.136207,"AA609987","LOC100505984///ITGB6","uncharacterized LOC100505984///integrin subunit beta 6","100505984///3694"
"233350_s_at","233350_s_at",3.81115057385425e-06,1.05673603474404e-07,-8.31566169786512,7.74774546078841,-0.92309409230769,"AU158474","TEX264","testis expressed 264","51368"
"229764_at","229764_at",3.81419384735106e-06,1.05827746985488e-07,8.31484873173631,7.74625801892125,2.64754476923077,"AW629527","TPRG1","tumor protein p63 regulated 1","285386"
"202413_s_at","202413_s_at",3.81670811463486e-06,1.05967314458449e-07,8.31411370267523,7.74491309884248,0.729458676923079,"NM_003368","USP1","ubiquitin specific peptidase 1","7398"
"228237_at","228237_at",3.81962801447922e-06,1.0611824332865e-07,-8.31331997147854,7.74346068783845,-1.71833698461538,"N30053","PAPPA2","pappalysin 2","60676"
"217432_s_at","217432_s_at",3.82414125266699e-06,1.06313574834089e-07,8.31229446938354,7.74158404629107,0.809588846153848,"AF179281","IDS","iduronate 2-sulfatase","3423"
"204461_x_at","204461_x_at",3.83892621526325e-06,1.06794819815554e-07,8.30977624358671,7.73697516696797,1.23245116923077,"NM_002853","RAD1","RAD1 checkpoint DNA exonuclease","5810"
"215388_s_at","215388_s_at",3.84801811040766e-06,1.07118126457073e-07,8.3080910863803,7.73389050638404,2.00260149230769,"X56210","CFHR1///CFH","complement factor H related 1///complement factor H","3078///3075"
"201029_s_at","201029_s_at",3.85742888691297e-06,1.07450648281088e-07,8.30636340704214,7.73072761757377,1.13100103076923,"NM_002414","CD99","CD99 molecule","4267"
"215259_s_at","215259_s_at",3.85915880352221e-06,1.07569419598863e-07,-8.30574765603123,7.72960025691521,-1.05126327692308,"","CADM4","cell adhesion molecule 4","199731"
"227731_at","227731_at",3.86218063332928e-06,1.0772428835532e-07,8.30494582494918,7.72813213208477,1.4875418,"BF063728","CNBP","CCHC-type zinc finger nucleic acid binding protein","7555"
"215784_at","215784_at",3.8710173412666e-06,1.08108143534686e-07,-8.30296357709758,7.72450233827013,-1.30709973846154,"","CD1E","CD1e molecule","913"
"201054_at","201054_at",3.8710173412666e-06,1.08112363605196e-07,8.30294182514328,7.7244625042734,0.952921276923082,"BE966599","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","10949"
"239683_at","239683_at",3.87432455733193e-06,1.08275590738056e-07,-8.30210116332624,7.72292296588486,-1.43331463076923,"AI476268","CLYBL","citrate lyase beta like","171425"
"219390_at","219390_at",3.89538955120908e-06,1.08971124436018e-07,8.29853370038738,7.716388679283,1.93167510769231,"NM_017946","FKBP14","FK506 binding protein 14","55033"
"227628_at","227628_at",3.89538955120908e-06,1.09006785795151e-07,8.29835142845481,7.71605477835195,1.77001578461539,"AL571557","GPX8","glutathione peroxidase 8 (putative)","493869"
"202853_s_at","202853_s_at",3.91582666571955e-06,1.09650308645937e-07,8.2950728776497,7.71004810084278,0.95487933846154,"NM_002958","RYK","receptor-like tyrosine kinase","6259"
"202132_at","202132_at",3.92905590006501e-06,1.10092613422946e-07,8.29283105498867,7.7059400038862,1.02310075384615,"AA081084","WWTR1","WW domain containing transcription regulator 1","25937"
"224998_at","224998_at",3.93043989572014e-06,1.10203280478079e-07,-8.29227160391158,7.70491471628405,-1.87442192307692,"AK000855","CMTM4","CKLF like MARVEL transmembrane domain containing 4","146223"
"202442_at","202442_at",3.93050019892613e-06,1.10276859719299e-07,8.29189996480214,7.70423360248276,0.758754876923074,"NM_001284","AP3S1","adaptor related protein complex 3 sigma 1 subunit","1176"
"1557121_s_at","1557121_s_at",3.95417211385359e-06,1.11034384164656e-07,8.28808873600422,7.69724759203891,1.22743346153846,"BU631635","HEATR6","HEAT repeat containing 6","63897"
"221188_s_at","221188_s_at",3.95417211385359e-06,1.11085658287684e-07,-8.28783174552413,7.69677645703538,-1.52967969230769,"NM_014430","CIDEB","cell death-inducing DFFA-like effector b","27141"
"222826_at","222826_at",3.98715384067814e-06,1.12085147748007e-07,8.28284670952016,7.68763576109422,1.81724796923077,"BC004819","BLOC1S6","biogenesis of lysosomal organelles complex 1 subunit 6","26258"
"227690_at","227690_at",4.02350112398682e-06,1.13180516299803e-07,-8.27743629311193,7.67771133291267,-2.318493,"BE502537","GABRB3","gamma-aminobutyric acid type A receptor beta3 subunit","2562"
"229949_at","229949_at",4.03951064179953e-06,1.13704743991394e-07,-8.27486618342148,7.67299556718457,-1.16028832307692,"","","",""
"217753_s_at","217753_s_at",4.04284211868896e-06,1.13872462053608e-07,8.274046520368,7.67149142345952,0.778212292307691,"NM_001029","LOC101929876///LOC100996747///RPS26P11///RPS26","40S ribosomal protein S26///40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26","101929876///100996747///441502///6231"
"209210_s_at","209210_s_at",4.06307912729193e-06,1.14516779792535e-07,8.27090927901657,7.66573352163378,0.907798276923081,"Z24725","FERMT2","fermitin family member 2","10979"
"203769_s_at","203769_s_at",4.07585523517975e-06,1.14951417881064e-07,8.26880333827509,7.66186767089878,1.65307681538462,"NM_000351","STS","steroid sulfatase (microsomal), isozyme S","412"
"201605_x_at","201605_x_at",4.07827533139877e-06,1.1511650859822e-07,8.26800559785418,7.66040311389586,0.950545892307693,"NM_004368","CNN2","calponin 2","1265"
"201619_at","201619_at",4.07827533139877e-06,1.15196777843909e-07,-8.26761815592091,7.65969178577693,-0.797684384615383,"NM_006793","PRDX3","peroxiredoxin 3","10935"
"205258_at","205258_at",4.07827533139877e-06,1.15243445578621e-07,8.2673930301169,7.65927845448921,2.61443415384615,"NM_002193","INHBB","inhibin beta B subunit","3625"
"206814_at","206814_at",4.09221575602276e-06,1.15712218725399e-07,8.2651369072612,7.65513583695432,1.59177832307692,"NM_002506","NGF","nerve growth factor","4803"
"212262_at","212262_at",4.11708118441601e-06,1.16490618971954e-07,8.26141151863452,7.64829391830956,1.28262775384616,"AA149639","QKI","QKI, KH domain containing RNA binding","9444"
"226496_at","226496_at",4.12323319363795e-06,1.16740100297239e-07,8.26022298865154,7.64611071658217,1.05499318461538,"BG291039","ZCCHC7","zinc finger CCHC-type containing 7","84186"
"200092_s_at","200092_s_at",4.15021307675347e-06,1.17579882137927e-07,8.25624158817019,7.63879594076905,0.476066692307693,"BF216701","RPL37","ribosomal protein L37","6167"
"201616_s_at","201616_s_at",4.16725245660042e-06,1.18138844220039e-07,8.2536079112155,7.63395609142488,2.27774216923077,"AL577531","CALD1","caldesmon 1","800"
"201141_at","201141_at",4.18082782313165e-06,1.18600163761814e-07,8.25144404204854,7.62997890552314,2.00068812307693,"NM_002510","GPNMB","glycoprotein nmb","10457"
"216606_x_at","216606_x_at",4.21183131384111e-06,1.19556693170213e-07,-8.24698509362424,7.62178140161308,-0.632471384615382,"","LYPLA2","lysophospholipase II","11313"
"222529_at","222529_at",4.21185776117196e-06,1.19634478337449e-07,8.2466241235624,7.62111766425882,2.80210044615385,"BG251467","SLC25A37","solute carrier family 25 member 37","51312"
"222685_at","222685_at",4.23176528880358e-06,1.20277334408793e-07,8.24365019491456,7.61564866167222,1.27390432307692,"AB046794","HAUS6","HAUS augmin like complex subunit 6","54801"
"223316_at","223316_at",4.2344760118823e-06,1.20431828047133e-07,8.24293795255439,7.61433868543088,2.4705138,"AL136562","CCDC3","coiled-coil domain containing 3","83643"
"227850_x_at","227850_x_at",4.23785144534392e-06,1.20605337886697e-07,8.24213917416017,7.61286946919889,2.14304693846154,"","CDC42EP5","CDC42 effector protein 5","148170"
"208782_at","208782_at",4.25327251741689e-06,1.21121999261419e-07,8.23976770508469,7.60850705614729,1.85477252307693,"BC000055","FSTL1","follistatin like 1","11167"
"238115_at","238115_at",4.2543834340577e-06,1.21231447467067e-07,8.23926668960193,7.60758532198335,1.20355618461539,"T03492","DNAJC18","DnaJ heat shock protein family (Hsp40) member C18","202052"
"213374_x_at","213374_x_at",4.25555082446703e-06,1.21342546599801e-07,-8.2387585976019,7.60665053473338,-1.41902926153846,"","HIBCH","3-hydroxyisobutyryl-CoA hydrolase","26275"
"1560522_at","1560522_at",4.25840666385239e-06,1.21501863659986e-07,-8.23803083319448,7.60531153438604,-0.899566676923076,"BC039546","DLGAP1-AS3","DLGAP1 antisense RNA 3","201477"
"213940_s_at","213940_s_at",4.26706479237496e-06,1.21826943592086e-07,8.23654893310129,7.60258479528171,0.975164953846157,"AU145053","FNBP1","formin binding protein 1","23048"
"213564_x_at","213564_x_at",4.27100245583779e-06,1.22017482140258e-07,-8.2356822597801,7.60098995550988,-0.647953615384612,"","LDHB","lactate dehydrogenase B","3945"
"218806_s_at","218806_s_at",4.28380149634191e-06,1.22461485848786e-07,-8.2336681373904,7.59728320947526,-3.21647826153846,"AF118887","VAV3","vav guanine nucleotide exchange factor 3","10451"
"205475_at","205475_at",4.30281182313959e-06,1.23083634044633e-07,8.23085864182928,7.59211177238516,3.83850103076923,"NM_007281","SCRG1","stimulator of chondrogenesis 1","11341"
"235164_at","235164_at",4.31929968814055e-06,1.23634275481298e-07,8.22838434829125,7.5875564693364,1.52770070769231,"BG433539","ZNF25","zinc finger protein 25","219749"
"211208_s_at","211208_s_at",4.32825363036921e-06,1.23969733610575e-07,-8.22688258650463,7.58479124942917,-0.790461138461539,"AB039327","CASK","calcium/calmodulin dependent serine protein kinase","8573"
"220723_s_at","220723_s_at",4.3338944626213e-06,1.24260755486408e-07,-8.22558317394367,7.58239837578158,-2.50600467692308,"NM_025087","CWH43","cell wall biogenesis 43 C-terminal homolog","80157"
"209297_at","209297_at",4.3338944626213e-06,1.24289831136538e-07,8.22545352509785,7.58215961452889,0.983177753846155,"AF114488","ITSN1","intersectin 1","6453"
"208965_s_at","208965_s_at",4.33725577927188e-06,1.24465556793371e-07,8.22467063193854,7.58071779118766,1.59060936923077,"BG256677","IFI16","interferon gamma inducible protein 16","3428"
"226564_at","226564_at",4.34484127934663e-06,1.24806242350997e-07,-8.22315607822304,7.5779282653673,-0.62971896923077,"BF941325","ZFAT","zinc finger and AT-hook domain containing","57623"
"1598_g_at","1598_g_at",4.34484127934663e-06,1.24842170093343e-07,8.22299660829773,7.57763453365544,1.49169941538462,"L13720","GAS6","growth arrest specific 6","2621"
"217967_s_at","217967_s_at",4.35153486096036e-06,1.25114088732139e-07,8.22179120751884,7.57541416550473,2.44320972307693,"AF288391","FAM129A","family with sequence similarity 129 member A","116496"
"201966_at","201966_at",4.36597408013211e-06,1.25609094248703e-07,-8.21960385181012,7.57138452486851,-1.09681753846154,"NM_004550","NDUFS2","NADH:ubiquinone oxidoreductase core subunit S2","4720"
"1555864_s_at","1555864_s_at",4.40137956892246e-06,1.26708211092528e-07,-8.21477889678576,7.56249352716451,-0.952223292307691,"","PDHA1","pyruvate dehydrogenase (lipoamide) alpha 1","5160"
"222712_s_at","222712_s_at",4.40261003212515e-06,1.26824157304017e-07,-8.21427245031526,7.5615601124408,-1.60414067692308,"AW451240","MUC13","mucin 13, cell surface associated","56667"
"226851_at","226851_at",4.40957880544447e-06,1.2710555459315e-07,-8.21304532238516,7.5592982915565,-1.18744816923077,"","LYPLAL1","lysophospholipase like 1","127018"
"230174_at","230174_at",4.42208160040627e-06,1.27546825493199e-07,-8.21112668858822,7.55576149611183,-1.14309990769231,"AI953360","LYPLAL1","lysophospholipase like 1","127018"
"220260_at","220260_at",4.42541764524769e-06,1.27723988005503e-07,-8.21035833194829,7.5543449752804,-0.964218861538459,"NM_018317","TBC1D19","TBC1 domain family member 19","55296"
"225629_s_at","225629_s_at",4.44067264840791e-06,1.2824548901392e-07,8.20810298985767,7.55018663426857,0.979735169230771,"AI669498","ZBTB4","zinc finger and BTB domain containing 4","57659"
"220074_at","220074_at",4.44337393469274e-06,1.28440180193266e-07,-8.2072634501925,7.54863853939445,-1.44817053846154,"","CDHR5","cadherin related family member 5","53841"
"203973_s_at","203973_s_at",4.44337393469274e-06,1.28486039154078e-07,8.20706589153689,7.54827423137947,1.81433186153846,"NM_005195","CEBPD","CCAAT/enhancer binding protein delta","1052"
"49111_at","49111_at",4.44980651062739e-06,1.28753432095337e-07,8.20591543108689,7.54615262135814,1.08792081538462,"N80935","ARRB1","arrestin beta 1","408"
"230166_at","230166_at",4.46742783306638e-06,1.29345007036929e-07,-8.20337897856814,7.54147442350481,-1.19163629230769,"BG026236","KIAA1958","KIAA1958","158405"
"221069_s_at","221069_s_at",4.4731567122632e-06,1.29592688289436e-07,-8.20232059425696,7.53952210004114,-0.787742261538461,"NM_016360","TACO1","translational activator of cytochrome c oxidase I","51204"
"200906_s_at","200906_s_at",4.48347835443801e-06,1.29973720928839e-07,8.20069647661712,7.53652591903449,2.73722986153846,"AK025843","PALLD","palladin, cytoskeletal associated protein","23022"
"235264_at","235264_at",4.55259812045345e-06,1.32060733773007e-07,8.191887684956,7.52026927299806,1.34693156923077,"AW956392","HCFC2","host cell factor C2","29915"
"203202_at","203202_at",4.55874399499057e-06,1.32390569921341e-07,8.19050878105565,7.51772356392435,0.939570907692307,"","KRR1","KRR1, small subunit processome component homolog","11103"
"1570454_at","1570454_at",4.55874399499057e-06,1.32405769804207e-07,-8.19044532297067,7.51760640256385,-0.906986399999999,"BC015007","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2","1979"
"205022_s_at","205022_s_at",4.57084460540257e-06,1.32840824471599e-07,8.18863221453306,7.51425867026789,1.92076867692308,"NM_005197","FOXN3","forkhead box N3","1112"
"202962_at","202962_at",4.57516094342126e-06,1.33067142752684e-07,-8.18769146343889,7.51252148969953,-1.17189192307692,"NM_015254","KIF13B","kinesin family member 13B","23303"
"212883_at","212883_at",4.57516094342126e-06,1.33133627087027e-07,-8.18741542004749,7.51201172857611,-0.969593138461537,"","","",""
"238783_at","238783_at",4.57976553075117e-06,1.33351380429005e-07,-8.18651230922391,7.51034390949464,-1.25195446153846,"AA213701","TMEM161B","transmembrane protein 161B","153396"
"205588_s_at","205588_s_at",4.61660932672593e-06,1.34508617420657e-07,-8.1817383650002,7.50152582082867,-0.840280999999997,"NM_007045","FGFR1OP","FGFR1 oncogene partner","11116"
"1566766_a_at","1566766_a_at",4.62391073683148e-06,1.34805920704333e-07,-8.18051879529622,7.49927263017631,-2.88616633846154,"AL359055","MACC1","metastasis associated in colon cancer 1","346389"
"218880_at","218880_at",4.63691295122157e-06,1.35269797113825e-07,8.17862149962084,7.49576692563091,2.03413746153846,"N36408","FOSL2","FOS like 2, AP-1 transcription factor subunit","2355"
"244530_at","244530_at",4.6795580118309e-06,1.36599443747272e-07,-8.17322038453198,7.48578444646472,-1.16794613846154,"T86276","","",""
"228727_at","228727_at",4.69470167037328e-06,1.37189072812272e-07,8.17084274180046,7.48138878947235,0.861251323076925,"BF969970","ANXA11","annexin A11","311"
"205328_at","205328_at",4.69470167037328e-06,1.37227494988846e-07,-8.17068817566536,7.48110300980392,-4.69642752307692,"NM_006984","CLDN10","claudin 10","9071"
"208323_s_at","208323_s_at",4.69470167037328e-06,1.37299094118461e-07,-8.17040026408396,7.48057067719942,-2.24822710769231,"NM_004306","ANXA13","annexin A13","312"
"218708_at","218708_at",4.72821327289618e-06,1.38421047452893e-07,8.16590898724139,7.47226511876986,1.04163516923077,"NM_013248","NXT1","nuclear transport factor 2 like export factor 1","29107"
"219855_at","219855_at",4.72821327289618e-06,1.38457107168073e-07,8.16576526554984,7.4719992948,1.55342315384615,"NM_018159","NUDT11","nudix hydrolase 11","55190"
"38892_at","38892_at",4.72821327289618e-06,1.38538594662637e-07,8.1654406275547,7.4713988424843,1.04317758461539,"D87077","GLTSCR1L","GLTSCR1 like","23506"
"1557167_at","1557167_at",4.74979544671508e-06,1.39296526296205e-07,8.16243058060225,7.46583077069527,1.53141607692308,"AK024111","HCG11","HLA complex group 11 (non-protein coding)","493812"
"220507_s_at","220507_s_at",4.74979544671508e-06,1.39344707755482e-07,-8.16223980893806,7.46547783490798,-2.76602910769231,"NM_016327","UPB1","beta-ureidopropionase 1","51733"
"227388_at","227388_at",4.75893335121628e-06,1.39699826770958e-07,8.16083584798977,7.46288029694139,1.08779320000001,"AA479016","TUSC1","tumor suppressor candidate 1","286319"
"212521_s_at","212521_s_at",4.78015945470066e-06,1.40459885322145e-07,-8.15784338948019,7.45734292034378,-0.917502230769229,"BE568219","PDE8A","phosphodiesterase 8A","5151"
"213386_at","213386_at",4.78015945470066e-06,1.40497782235098e-07,8.15769462488567,7.45706760853713,2.11424021538462,"AV726900","TMEM246","transmembrane protein 246","84302"
"241726_at","241726_at",4.78326526112643e-06,1.40676553084432e-07,-8.15699342079356,7.45576988242557,-2.75776406153846,"AI682088","","",""
"221879_at","221879_at",4.79708433613654e-06,1.41170712333675e-07,-8.15505995831716,7.45219126129061,-1.98705190769231,"","CALML4","calmodulin like 4","91860"
"213375_s_at","213375_s_at",4.82325044102725e-06,1.42028956745384e-07,8.15171862828524,7.44600565639696,1.29393838461539,"N80918","N4BP2L1","NEDD4 binding protein 2 like 1","90634"
"218345_at","218345_at",4.82620817564296e-06,1.42204323200015e-07,-8.15103847212617,7.44474634081064,-1.84233469230769,"NM_018487","TMEM176A","transmembrane protein 176A","55365"
"204703_at","204703_at",4.84256935484283e-06,1.42774975766011e-07,-8.14883122518639,7.44065917553118,-0.782552815384616,"NM_006531","IFT88","intraflagellar transport 88","8100"
"214807_at","214807_at",4.88405673838724e-06,1.44137758827542e-07,8.14359695889915,7.43096426253254,1.33342644615385,"","PLXDC2","plexin domain containing 2","84898"
"235225_at","235225_at",4.88405673838724e-06,1.44176818943887e-07,8.14344769372454,7.43068773963265,2.60635724615385,"AA447729","SCN2B","sodium voltage-gated channel beta subunit 2","6327"
"203034_s_at","203034_s_at",4.92201084237763e-06,1.45387242989298e-07,8.13884287310994,7.42215556083268,0.840340876923079,"NM_000990","SNORA3A///RPL27A","small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a","619562///6157"
"202893_at","202893_at",4.93066685882762e-06,1.45748973467816e-07,-8.13747447298129,7.41961953259219,-1.27763315384615,"NM_006377","UNC13B","unc-13 homolog B","10497"
"205980_s_at","205980_s_at",4.93066685882762e-06,1.45823288719237e-07,-8.13719378099578,7.41909930082029,-2.47619684615385,"NM_015366","PRR5-ARHGAP8///ARHGAP8","PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8","553158///23779"
"204772_s_at","204772_s_at",4.95307821848632e-06,1.46576690580903e-07,8.13435651616977,7.41384014952283,1.16088307692308,"NM_007344","TTF1","transcription termination factor 1","7270"
"43511_s_at","43511_s_at",4.96679078915241e-06,1.4707332944925e-07,8.13249448367704,7.4103881018205,1.36199203076923,"AI201594","ARRB1","arrestin beta 1","408"
"217997_at","217997_at",4.97483467881304e-06,1.47402509001868e-07,8.13126389975415,7.40810645039339,2.64678550769231,"AI795908","PHLDA1","pleckstrin homology like domain family A member 1","22822"
"235431_s_at","235431_s_at",4.99143322843566e-06,1.47988609568881e-07,8.12907991388005,7.40405657686184,1.00447467692308,"AI251283","PELI3","pellino E3 ubiquitin protein ligase family member 3","246330"
"223869_at","223869_at",4.99143322843566e-06,1.48076903457204e-07,-8.12875168397374,7.40344786859392,-2.57803609230769,"AF331844","SOST","sclerostin","50964"
"201834_at","201834_at",5.00113117329198e-06,1.48456074883455e-07,-8.12734443463935,7.4008379357537,-1.25114112307692,"BC001007","PRKAB1","protein kinase AMP-activated non-catalytic subunit beta 1","5564"
"1552309_a_at","1552309_a_at",5.00115798139937e-06,1.48596510379002e-07,8.12682417312686,7.39987297373592,3.0569020923077,"NM_144573","NEXN","nexilin F-actin binding protein","91624"
"226142_at","226142_at",5.00115798139937e-06,1.48639811975747e-07,8.12666385983968,7.39957562320627,1.55657287692308,"AV682252","GLIPR1","GLI pathogenesis related 1","11010"
"219278_at","219278_at",5.05107261044669e-06,1.50276506230783e-07,8.12063974586792,7.388399545918,1.81359278461538,"NM_004672","MAP3K6","mitogen-activated protein kinase kinase kinase 6","9064"
"204421_s_at","204421_s_at",5.05107261044669e-06,1.50308095787778e-07,8.12052414746261,7.38818503748801,1.87113647692308,"M27968","FGF2","fibroblast growth factor 2","2247"
"209099_x_at","209099_x_at",5.09661059097094e-06,1.5175641595063e-07,8.1152511314413,7.37839834076501,1.43374326153846,"U73936","JAG1","jagged 1","182"
"1556687_a_at","1556687_a_at",5.10519209876566e-06,1.52105311913841e-07,-8.11398869657891,7.37605471366524,-1.71678595384615,"BE465772","LOC101927308///CLDN10","uncharacterized LOC101927308///claudin 10","101927308///9071"
"239148_at","239148_at",5.10941257010153e-06,1.52324508262743e-07,-8.11319710170108,7.37458506096175,-2.23920890769231,"AI493046","MARVELD3","MARVEL domain containing 3","91862"
"1558077_s_at","1558077_s_at",5.14352322909316e-06,1.53435507757676e-07,-8.10920301826183,7.3671684769663,-1.72408507692308,"BG202523","MDH1B","malate dehydrogenase 1B","130752"
"232848_at","232848_at",5.16547712196549e-06,1.54184886384045e-07,-8.10652591616984,7.36219618847588,-0.8496272,"AF339814","MIR4500HG","MIR4500 host gene","642345"
"238852_at","238852_at",5.16743180460761e-06,1.54337743702318e-07,8.10598150522487,7.36118491471495,3.24506275384615,"AA424567","PRRX1","paired related homeobox 1","5396"
"238719_at","238719_at",5.17190365583245e-06,1.54565899837773e-07,8.10516995457166,7.35967734022283,1.44040067692308,"BF060712","PPP2CA","protein phosphatase 2 catalytic subunit alpha","5515"
"231011_at","231011_at",5.20230925464442e-06,1.5556974177126e-07,8.10161402282768,7.35307063343548,1.19472463076923,"","LARP1B","La ribonucleoprotein domain family member 1B","55132"
"209344_at","209344_at",5.22875601007618e-06,1.56529537146493e-07,8.09823635250155,7.34679355493944,2.61186412307692,"BC002827","TPM4","tropomyosin 4","7171"
"221541_at","221541_at",5.22875601007618e-06,1.56551871760306e-07,8.09815801003884,7.34664794477628,2.2409036,"AL136861","CRISPLD2","cysteine rich secretory protein LCCL domain containing 2","83716"
"217559_at","217559_at",5.26503578953592e-06,1.5773440554659e-07,8.09402657887619,7.33896794921498,0.936290276923078,"","RPL10L","ribosomal protein L10 like","140801"
"212491_s_at","212491_s_at",5.26661440721251e-06,1.57878024936832e-07,8.09352700806917,7.33803913239032,0.723346615384617,"AA843895","DNAJC8","DnaJ heat shock protein family (Hsp40) member C8","22826"
"224975_at","224975_at",5.27514037998112e-06,1.58230090958739e-07,8.09230436467436,7.33576581635244,1.20182209230769,"AB037860","NFIA","nuclear factor I A","4774"
"218701_at","218701_at",5.34274789834159e-06,1.60355725673133e-07,-8.08498208324962,7.32214696997276,-2.05835989230769,"NM_016027","LACTB2","lactamase beta 2","51110"
"209806_at","209806_at",5.35401559261548e-06,1.60902365526721e-07,8.08311535117859,7.31867384945802,1.79961184615385,"BC000893","HIST1H2BK","histone cluster 1, H2bk","85236"
"206672_at","206672_at",5.35401559261548e-06,1.60982796100626e-07,-8.08284124352689,7.31816382317145,-2.18600910769231,"NM_000486","AQP2","aquaporin 2","359"
"227241_at","227241_at",5.35401559261548e-06,1.60987684211428e-07,-8.08282458941847,7.31813283490059,-1.81735726153846,"R79759","MUC15","mucin 15, cell surface associated","143662"
"206269_at","206269_at",5.38033929717079e-06,1.61877606654704e-07,-8.07980129213183,7.31250677399049,-0.96227703076923,"AB026493","GCM1","glial cells missing homolog 1","8521"
"238253_at","238253_at",5.40772599858301e-06,1.62846910439809e-07,-8.07652790929932,7.30641394481622,-1.49061863076923,"AI733060","WDR72","WD repeat domain 72","256764"
"205404_at","205404_at",5.40772599858301e-06,1.62899400451143e-07,8.07635122660925,7.30608503999598,2.76139378461539,"NM_005525","HSD11B1","hydroxysteroid 11-beta dehydrogenase 1","3290"
"36553_at","36553_at",5.4154460615372e-06,1.632310033729e-07,8.07523640881298,7.30400964696178,1.55557138461539,"","ASMTL","acetylserotonin O-methyltransferase-like","8623"
"227190_at","227190_at",5.42652067369118e-06,1.63664062019511e-07,-8.07378404565781,7.30130561457827,-2.88916821538462,"N93191","TMEM37","transmembrane protein 37","140738"
"212765_at","212765_at",5.42665788549299e-06,1.63767453334493e-07,8.07343788943183,7.30066109371866,1.14137572307693,"AB029001","CAMSAP2","calmodulin regulated spectrin associated protein family member 2","23271"
"230913_at","230913_at",5.4334857480271e-06,1.6407288468208e-07,8.07241662417545,7.29875946905653,2.71345073846154,"BE674309","ABCG1","ATP binding cassette subfamily G member 1","9619"
"200961_at","200961_at",5.45138175144812e-06,1.64712988630861e-07,-8.07028271525068,7.29478561850172,-0.925299276923074,"NM_012248","SEPHS2","selenophosphate synthetase 2","22928"
"200808_s_at","200808_s_at",5.45544986027155e-06,1.64935685761845e-07,8.06954233218815,7.29340670465852,2.17753256923077,"NM_003461","ZYX","zyxin","7791"
"202014_at","202014_at",5.47149269545366e-06,1.65520784970834e-07,8.0676020406338,7.28979269239142,2.10678618461539,"NM_014330","PPP1R15A","protein phosphatase 1 regulatory subunit 15A","23645"
"218736_s_at","218736_s_at",5.47854105838438e-06,1.65834210363533e-07,8.06656559715248,7.28786199211468,1.87405829230769,"NM_017734","PALMD","palmdelphin","54873"
"228745_at","228745_at",5.50875805060432e-06,1.66849626553283e-07,8.06322172074716,7.28163199238034,1.42765733846154,"AI376997","SGTB","small glutamine rich tetratricopeptide repeat containing beta","54557"
"201465_s_at","201465_s_at",5.51889484606219e-06,1.67257590487884e-07,8.06188420294589,7.27913963299499,3.4908194,"BC002646","JUN","Jun proto-oncogene, AP-1 transcription factor subunit","3725"
"202971_s_at","202971_s_at",5.52504751775616e-06,1.67545108083031e-07,8.06094360618591,7.27738676087655,1.80136236923077,"NM_006482","DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2","8445"
"220106_at","220106_at",5.54653821466064e-06,1.68298251451706e-07,-8.0584876731739,7.27280938648113,-0.859618569230768,"NM_013389","NPC1L1","NPC1 like intracellular cholesterol transporter 1","29881"
"239336_at","239336_at",5.56932905701695e-06,1.69091654954698e-07,8.05591277990058,7.26800942346711,3.36133650769231,"","THBS1","thrombospondin 1","7057"
"214761_at","214761_at",5.57280847861868e-06,1.69299220539289e-07,8.0552412234719,7.26675740142071,2.69704187692308,"","ZNF423","zinc finger protein 423","23090"
"223254_s_at","223254_s_at",5.59408824648232e-06,1.70048004858777e-07,8.05282570294307,7.2622535038104,1.41357913846154,"AA887053","G2E3","G2/M-phase specific E3 ubiquitin protein ligase","55632"
"210451_at","210451_at",5.59684623509018e-06,1.70234207388294e-07,-8.05222674416779,7.26113658429379,-1.11838993846154,"M15465","PKLR","pyruvate kinase, liver and RBC","5313"
"232289_at","232289_at",5.59959042819666e-06,1.70420090946854e-07,8.05162949019736,7.2600227958405,1.31535286153846,"BF237871","LOC100996843///KCNJ18///KCNJ12","ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12","100996843///100134444///3768"
"202054_s_at","202054_s_at",5.6011728270918e-06,1.70570695146006e-07,-8.05114608701686,7.25912128681571,-1.08155764615384,"NM_000382","ALDH3A2","aldehyde dehydrogenase 3 family member A2","224"
"203243_s_at","203243_s_at",5.62441959021722e-06,1.71381491308676e-07,8.04855122584219,7.25428153748161,1.91261481538461,"NM_006457","PDLIM5","PDZ and LIM domain 5","10611"
