"","ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Gene.symbol","Gene.title","Gene.ID"
"212887_at","212887_at",1.860219354523e-05,7.4919122426331e-07,7.26386764444794,5.74896938353278,1.30648643076923,"AI753659","SEC23A","Sec23 homolog A, coat complex II component","10484"
"212170_at","212170_at",1.8660001935442e-05,7.51860708985436e-07,7.26202730085476,5.74534074297802,0.941950061538464,"BF447705","RBM12","RNA binding motif protein 12","10137"
"201781_s_at","201781_s_at",1.86927842997684e-05,7.53865375052389e-07,7.26064972936032,5.74262425853657,0.68636350769231,"AL558532","AIP","aryl hydrocarbon receptor interacting protein","9049"
"227746_at","227746_at",1.87182709556252e-05,7.55235587162493e-07,7.25971032572202,5.74077166605756,1.25137672307693,"BE047452","ELAVL1","ELAV like RNA binding protein 1","1994"
"226338_at","226338_at",1.87888700304584e-05,7.58427730356135e-07,7.2575286564955,5.73646874730922,1.33523704615385,"AA604382","TMEM55A","transmembrane protein 55A","55529"
"215836_s_at","215836_s_at",1.88078986378893e-05,7.59539829766064e-07,7.25677082663339,5.73497392414381,0.855009000000003,"","PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3","protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3","56114///56113///56112///56111///56110///56109///56108///56107///56106///56105///56104///56103///56102///56101///56100///56099///56098///56097///26025///9708///8641///5098"
"215884_s_at","215884_s_at",1.88211733532672e-05,7.60420154318559e-07,7.25617175244435,5.73379219224081,1.08281638461538,"","UBQLN2","ubiquilin 2","29978"
"228628_at","228628_at",1.89516254151355e-05,7.66383974263642e-07,7.25213211090441,5.72582233784647,1.35959355384616,"","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C","653464"
"219762_s_at","219762_s_at",1.91028319184302e-05,7.72847996407274e-07,7.24779027486258,5.71725381445606,1.36145692307693,"NM_015414","RPL36","ribosomal protein L36","25873"
"207719_x_at","207719_x_at",1.92549768949257e-05,7.7935553486e-07,7.24345705244115,5.70869974271912,1.14469918461539,"NM_014812","CEP170P1///CEP170","centrosomal protein 170 pseudogene 1///centrosomal protein 170","645455///9859"
"204688_at","204688_at",1.92663809129766e-05,7.8016949869831e-07,7.24291769189155,5.70763483074711,1.44735592307693,"NM_003919","SGCE","sarcoglycan epsilon","8910"
"204908_s_at","204908_s_at",1.93230699043516e-05,7.83171886749762e-07,7.24093323534859,5.70371638592732,1.67518044615385,"NM_005178","MIR8085///BCL3","microRNA 8085///B-cell CLL/lymphoma 3","102465879///602"
"239154_at","239154_at",1.93252476903118e-05,7.83613610048855e-07,7.24064193950472,5.70314115749887,1.24407843076923,"AW962705","","",""
"218651_s_at","218651_s_at",1.93964275422582e-05,7.87321165522132e-07,7.23820366617729,5.69832579364205,1.50540750769231,"NM_018357","LARP6","La ribonucleoprotein domain family member 6","55323"
"217887_s_at","217887_s_at",1.93964275422582e-05,7.87564136146561e-07,7.2380442921703,5.69801101670099,1.0377796923077,"NM_001981","EPS15","epidermal growth factor receptor pathway substrate 15","2060"
"221755_at","221755_at",1.94678997693966e-05,7.91178295154992e-07,7.23567961928249,5.69334018641259,1.62045230769231,"BG334196","EHBP1L1","EH domain binding protein 1 like 1","254102"
"229092_at","229092_at",1.94866514688377e-05,7.92296775770026e-07,7.23495008671705,5.69189902115815,1.8684438,"AI420144","NR2F2","nuclear receptor subfamily 2 group F member 2","7026"
"212382_at","212382_at",1.9538974206672e-05,7.95853599602352e-07,7.23263720900774,5.68732953804403,1.55260046153847,"BF433429","TCF4","transcription factor 4","6925"
"209706_at","209706_at",1.96224463475664e-05,7.99612445585329e-07,7.2302045738815,5.68252267182286,1.06207424615385,"AF247704","NKX3-1","NK3 homeobox 1","4824"
"244774_at","244774_at",1.96871799242866e-05,8.03690637238368e-07,7.2275786302458,5.67733292989152,1.58626933846154,"R81072","PHACTR2","phosphatase and actin regulator 2","9749"
"1558028_x_at","1558028_x_at",1.97227653414858e-05,8.05962300942259e-07,7.22612188835622,5.67445351840877,1.72137829230769,"BI857154","NORAD","non-coding RNA activated by DNA damage","647979"
"211276_at","211276_at",1.97227653414858e-05,8.06225524247293e-07,7.2259533671416,5.6741203990368,1.81597563076923,"AF063606","TCEAL2","transcription elongation factor A like 2","140597"
"227444_at","227444_at",1.97929194937514e-05,8.09455290133115e-07,7.22389023007548,5.67004184147943,1.29633787692308,"","ARMCX4","armadillo repeat containing, X-linked 4","100131755"
"202350_s_at","202350_s_at",1.99089472248566e-05,8.15292781645247e-07,7.22018285422891,5.66271138574521,1.64661066153846,"NM_002380","LOC100506558///MATN2","uncharacterized LOC100506558///matrilin 2","100506558///4147"
"202423_at","202423_at",2.00837708554477e-05,8.23186657285015e-07,7.21521297776577,5.65288171438564,0.486275415384615,"NM_006766","KAT6A","lysine acetyltransferase 6A","7994"
"224772_at","224772_at",2.03236254232411e-05,8.34132884311899e-07,7.20840247927734,5.63940613593988,2.20175733846154,"AB032977","NAV1","neuron navigator 1","89796"
"222740_at","222740_at",2.03493738565445e-05,8.359138878053e-07,7.20730314232072,5.63723034647835,1.08061684615385,"AI925583","ATAD2","ATPase family, AAA domain containing 2","29028"
"242923_at","242923_at",2.03493738565445e-05,8.35934040819368e-07,7.20729071661917,5.6372057528008,1.44420444615385,"","ZNF678","zinc finger protein 678","339500"
"204324_s_at","204324_s_at",2.03520247171759e-05,8.36426339435855e-07,7.20698727744074,5.63660516168752,1.55586703076923,"NM_014498","GOLIM4","golgi integral membrane protein 4","27333"
"200010_at","200010_at",2.03526581828164e-05,8.37185701932401e-07,7.20651959012078,5.63567945308914,0.967603323076929,"NM_000975","RPL11","ribosomal protein L11","6135"
"229310_at","229310_at",2.03743616317432e-05,8.3872412917143e-07,7.20557342654046,5.63380659043495,1.42674226153846,"BE465475","KLHL29","kelch like family member 29","114818"
"227249_at","227249_at",2.04350335786019e-05,8.42069147738272e-07,7.20352236263861,5.62974624102972,1.18557324615385,"AI857685","NDE1","nudE neurodevelopment protein 1","54820"
"204030_s_at","204030_s_at",2.04745830056786e-05,8.44447822182082e-07,7.20206896020895,5.62686869593946,1.56190003076923,"NM_014575","IQCJ-SCHIP1///SCHIP1","IQCJ-SCHIP1 readthrough///schwannomin interacting protein 1","100505385///29970"
"211926_s_at","211926_s_at",2.04897623305635e-05,8.45448629497051e-07,7.20145872048678,5.62566041654458,1.08309909230769,"","MYH9","myosin, heavy chain 9, non-muscle","4627"
"229083_at","229083_at",2.06642558992294e-05,8.54013144974589e-07,7.19626692889938,5.61537858994661,1.21807409230769,"AI672356","HNRNPA0","heterogeneous nuclear ribonucleoprotein A0","10949"
"222221_x_at","222221_x_at",2.06642558992294e-05,8.5416037187487e-07,7.19617815252547,5.61520274544364,0.774446123076922,"AY007161","EHD1","EH domain containing 1","10938"
"202332_at","202332_at",2.07099613104489e-05,8.56428395481024e-07,7.19481255599125,5.6124976949204,1.18725829230769,"NM_001894","LOC400927-CSNK1E///CSNK1E","LOC400927-CSNK1E readthrough///casein kinase 1 epsilon","102800317///1454"
"204422_s_at","204422_s_at",2.08029544204097e-05,8.60654465458925e-07,7.19227796750316,5.60747637029732,1.80140216923077,"NM_002006","FGF2","fibroblast growth factor 2","2247"
"222696_at","222696_at",2.0807160250545e-05,8.61209028751408e-07,7.19194632500504,5.60681928229478,1.70216444615385,"BF684446","AXIN2","axin 2","8313"
"217729_s_at","217729_s_at",2.08302461284791e-05,8.62545536989057e-07,7.19114796834144,5.60523742582313,0.903676615384615,"NM_001130","AES","amino-terminal enhancer of split","166"
"204449_at","204449_at",2.09178780148711e-05,8.67321983716742e-07,7.18830521784994,5.5996041259998,0.774614461538465,"NM_005388","PDCL","phosducin like","5082"
"202766_s_at","202766_s_at",2.10011090149942e-05,8.71157114696056e-07,7.18603441416668,5.59510343146349,3.01389824615385,"NM_000138","FBN1","fibrillin 1","2200"
"206837_at","206837_at",2.10107582040447e-05,8.71941661910881e-07,7.18557115512689,5.59418517417355,1.84504589230769,"NM_006982","ALX1","ALX homeobox 1","8092"
"226284_at","226284_at",2.11638485815025e-05,8.79456131269751e-07,7.18115576425235,5.58543166981096,0.930435923076923,"BF111616","ZBTB2","zinc finger and BTB domain containing 2","57621"
"208646_at","208646_at",2.11892523956432e-05,8.80899326845851e-07,7.18031223853116,5.58375908148852,0.716951723076926,"AF116710","","",""
"235737_at","235737_at",2.12817239916861e-05,8.85132882617178e-07,7.17784602401871,5.57886838606627,2.24649867692308,"AW118681","TSLP","thymic stromal lymphopoietin","85480"
"207785_s_at","207785_s_at",2.13320813799448e-05,8.88007630923722e-07,7.17617832418971,5.57556074107668,1.18505686153846,"NM_015874","RBPJ","recombination signal binding protein for immunoglobulin kappa J region","3516"
"217546_at","217546_at",2.13330533327296e-05,8.884382704824e-07,7.17592898314045,5.57506617629906,2.67051950769231,"R06655","MT1M","metallothionein 1M","4499"
"218006_s_at","218006_s_at",2.14317477599176e-05,8.93332476357609e-07,7.17310399355055,5.5694622581713,1.25055366153847,"NM_006963","ZNF22","zinc finger protein 22","7570"
"207002_s_at","207002_s_at",2.16520759183523e-05,9.04496413306201e-07,7.16671958431134,5.55679355986362,2.05984150769231,"","PLAGL1","PLAG1 like zinc finger 1","5325"
"225162_at","225162_at",2.16564497031622e-05,9.05471312691885e-07,7.16616594074831,5.55569469518757,1.26322204615385,"BG285417","SH3D19","SH3 domain containing 19","152503"
"228732_at","228732_at",2.16755730850446e-05,9.06667318619058e-07,7.16548757391864,5.55434822484703,1.49414007692308,"BG541090","GUCY1A2","guanylate cyclase 1 soluble subunit alpha 2","2977"
"1555902_at","1555902_at",2.17316884727374e-05,9.09412038877424e-07,7.16393428408825,5.55126491120483,1.52937872307693,"BC022066","ARMCX5","armadillo repeat containing, X-linked 5","64860"
"222235_s_at","222235_s_at",2.17340080297745e-05,9.09906618749954e-07,7.16365490822382,5.55071030949747,1.43348064615385,"","CSGALNACT2","chondroitin sulfate N-acetylgalactosaminyltransferase 2","55454"
"204521_at","204521_at",2.18044567953481e-05,9.13254797646953e-07,7.16176773184034,5.546963713545,1.17835330769231,"NM_013300","FAM216A","family with sequence similarity 216 member A","29902"
"235534_at","235534_at",2.18095907445731e-05,9.1386872237434e-07,7.16142247525166,5.54627822632631,1.19727073846154,"AI624156","PHLDA3","pleckstrin homology like domain family A member 3","23612"
"213147_at","213147_at",2.21313230438591e-05,9.27754776708279e-07,7.15367680943939,5.53089541258329,0.680203000000003,"","HOXA10","homeobox A10","3206"
"205151_s_at","205151_s_at",2.21884524440583e-05,9.30555490703715e-07,7.15212912283905,5.52782075033703,1.9567872,"NM_014817","TRIL","TLR4 interactor with leucine rich repeats","9865"
"201641_at","201641_at",2.22017563902939e-05,9.31519509087045e-07,7.15159751797421,5.52676457976009,1.106064,"NM_004335","BST2","bone marrow stromal cell antigen 2","684"
"213547_at","213547_at",2.22301136652928e-05,9.33115882246858e-07,7.1507184548506,5.52501800965108,1.52779983076923,"AB014567","CAND2","cullin associated and neddylation dissociated 2 (putative)","23066"
"221634_at","221634_at",2.22469270735475e-05,9.34228524204206e-07,7.15010668508241,5.52380245077373,0.95015164615385,"BC000596","RPL23AP7///CENPBD1P1","ribosomal protein L23a pseudogene 7///CENPB DNA-binding domains containing 1 pseudogene 1","118433///65996"
"219410_at","219410_at",2.23902251342e-05,9.40655640297347e-07,7.14658753335031,5.51680907276653,3.99132716923077,"NM_018004","TMEM45A","transmembrane protein 45A","55076"
"229679_at","229679_at",2.24559042147075e-05,9.43825658626389e-07,7.14486095712961,5.51337734964243,1.394349,"","LOC101060443///C12orf76","uncharacterized LOC101060443///chromosome 12 open reading frame 76","101060443///400073"
"221249_s_at","221249_s_at",2.24660036820474e-05,9.44908684308724e-07,7.14427245452579,5.51220755653048,0.68331890769231,"NM_030802","FAM117A","family with sequence similarity 117 member A","81558"
"226065_at","226065_at",2.24660036820474e-05,9.4523628601758e-07,7.1440945774651,5.51185397307869,1.82719693846154,"N98595","PRICKLE1","prickle planar cell polarity protein 1","144165"
"205802_at","205802_at",2.24660036820474e-05,9.45482843573682e-07,7.14396074684413,5.51158794217961,1.67538503076923,"NM_003304","TRPC1","transient receptor potential cation channel subfamily C member 1","7220"
"209253_at","209253_at",2.24806815748732e-05,9.46511732699737e-07,7.14340265910289,5.51047853930224,0.761232969230774,"AF037261","SORBS3","sorbin and SH3 domain containing 3","10174"
"219431_at","219431_at",2.25031489484848e-05,9.48692424805806e-07,7.14222188708858,5.50813118563642,1.27940372307692,"NM_024605","ARHGAP10","Rho GTPase activating protein 10","79658"
"213026_at","213026_at",2.25392071817837e-05,9.50624815019538e-07,7.14117790894695,5.50605561879391,1.46890643076923,"BE965998","ATG12","autophagy related 12","9140"
"232124_at","232124_at",2.28034330731289e-05,9.62603082446851e-07,7.13475525894902,5.49328329943305,2.12662181538462,"AL117530","FAM198A","family with sequence similarity 198 member A","729085"
"229164_s_at","229164_s_at",2.31802223364258e-05,9.79356444392202e-07,7.12590973477831,5.47568363879276,0.846346415384617,"AI337369","ABTB1","ankyrin repeat and BTB domain containing 1","80325"
"227613_at","227613_at",2.32283990357579e-05,9.81816738392988e-07,7.12462394623529,5.47312446594903,2.04254566153846,"AW450874","ZNF331","zinc finger protein 331","55422"
"220355_s_at","220355_s_at",2.32677201499993e-05,9.83904325318672e-07,7.12353555429663,5.47095800747121,0.86239393846154,"","PBRM1","polybromo 1","55193"
"228974_at","228974_at",2.327653756065e-05,9.84752811690872e-07,7.1230938676927,5.47007877883142,1.166131,"AI816281","ZNF677","zinc finger protein 677","342926"
"201324_at","201324_at",2.32841604080107e-05,9.85877116498303e-07,7.12250920822462,5.46891490552492,2.3061792,"NM_001423","EMP1","epithelial membrane protein 1","2012"
"200091_s_at","200091_s_at",2.33019793963424e-05,9.87330459639305e-07,7.12175446498745,5.46741238060338,0.65476178461539,"","RPS25","ribosomal protein S25","6230"
"235045_at","235045_at",2.34453477703219e-05,9.95703658393919e-07,7.11742842039228,5.45879870944516,0.950167369230771,"AI493853","RBM7","RNA binding motif protein 7","10179"
"212530_at","212530_at",2.36984398100442e-05,1.00731914254308e-06,7.11148920823972,5.4469689125707,0.939254507692306,"AL080111","NEK7","NIMA related kinase 7","140609"
"235193_at","235193_at",2.37557606292175e-05,1.01019009534395e-06,7.11003216659004,5.4440660312838,1.70020384615385,"BG036618","FAM214A","family with sequence similarity 214 member A","56204"
"222679_s_at","222679_s_at",2.37667068387494e-05,1.01109026258676e-06,7.10957620419826,5.44315755314336,1.00072670769231,"AW468880","DCUN1D1","defective in cullin neddylation 1 domain containing 1","54165"
"233546_at","233546_at",2.39030816146938e-05,1.01776632828545e-06,7.10620763418944,5.4364450066849,1.51638958461539,"AK023065","LOC283075","uncharacterized LOC283075","283075"
"212122_at","212122_at",2.41158363068136e-05,1.02854659044083e-06,7.10081620160573,5.42569831609331,1.8726668923077,"AW771590","RHOQ","ras homolog family member Q","23433"
"212677_s_at","212677_s_at",2.41158363068136e-05,1.02864416818403e-06,7.10076766859691,5.42560155789689,0.961902123076923,"BG530481","CEP68","centrosomal protein 68","23177"
"205100_at","205100_at",2.41355722213557e-05,1.03031413927104e-06,7.09993780008326,5.42394703512926,2.11867390769231,"NM_005110","GFPT2","glutamine-fructose-6-phosphate transaminase 2","9945"
"201379_s_at","201379_s_at",2.42771886429476e-05,1.03724760255922e-06,7.09650714510657,5.41710629449393,1.02419015384616,"NM_003288","TPD52L2","tumor protein D52 like 2","7165"
"223457_at","223457_at",2.42786111433243e-05,1.03775243240876e-06,7.09625828501995,5.41661000463526,0.803346400000001,"AB047847","COPG2","coatomer protein complex subunit gamma 2","26958"
"212933_x_at","212933_x_at",2.46373549370317e-05,1.05579007988048e-06,7.08744777791974,5.39903424361114,0.737249523076928,"","SNORD68///RPL13","small nucleolar RNA, C/D box 68///ribosomal protein L13","606500///6137"
"218667_at","218667_at",2.46721358510838e-05,1.05773180493718e-06,7.08650864611921,5.39716018599943,0.712993446153849,"NM_022368","PJA1","praja ring finger ubiquitin ligase 1","64219"
"212597_s_at","212597_s_at",2.47364116246089e-05,1.06184468373035e-06,7.08452529838563,5.39320198219615,0.885494230769235,"AL079310","HMGXB4","HMG-box containing 4","10042"
"223287_s_at","223287_s_at",2.47462897077486e-05,1.06317392818475e-06,7.08388599905219,5.39192600759582,1.4187326,"AF146696","FOXP1","forkhead box P1","27086"
"203812_at","203812_at",2.48146554346186e-05,1.06656497981442e-06,7.08225881600304,5.38867807170913,1.69059187692308,"AB011538","SLIT3","slit guidance ligand 3","6586"
"237484_at","237484_at",2.48251382749244e-05,1.06746959459254e-06,7.08182564508411,5.38781338146424,3.01543203076923,"BE501385","SMCO3","single-pass membrane protein with coiled-coil domains 3","440087"
"225569_at","225569_at",2.4891895476249e-05,1.0707953938754e-06,7.08023636111061,5.38464065638058,0.882686907692307,"AI813489","CASC7///AGO2","cancer susceptibility candidate 7 (non-protein coding)///argonaute 2, RISC catalytic component","286109///27161"
"202577_s_at","202577_s_at",2.49270105638563e-05,1.07321779364093e-06,7.07908199395974,5.38233595243709,0.920856892307691,"BC005162","DDX19A","DEAD-box helicase 19A","55308"
"229757_at","229757_at",2.50592008233394e-05,1.07994746902494e-06,7.07588914588072,5.37596046789533,1.09039535384616,"","","",""
"227236_at","227236_at",2.50592008233394e-05,1.08030293469434e-06,7.07572107086285,5.37562481732341,2.248621,"AI743596","TSPAN2","tetraspanin 2","10100"
"235311_at","235311_at",2.50592008233394e-05,1.08074248818353e-06,7.07551331571673,5.37520991914704,1.24291009230769,"BG110260","FKBP14","FK506 binding protein 14","55033"
"215303_at","215303_at",2.50859553496603e-05,1.08235516542933e-06,7.07475183168717,5.37368914491375,2.96175563076923,"BE046461","DCLK1","doublecortin like kinase 1","9201"
"212549_at","212549_at",2.52064261690676e-05,1.08801400565157e-06,7.07208906722201,5.36837067267119,0.912848323076926,"BE645861","STAT5B","signal transducer and activator of transcription 5B","6777"
"201300_s_at","201300_s_at",2.52568775517922e-05,1.09065364242856e-06,7.07085188756398,5.36589926678807,0.955008430769233,"NM_000311","PRNP","prion protein","5621"
"226692_at","226692_at",2.5376621656663e-05,1.09628862099749e-06,7.06822115199626,5.36064338992755,0.778428676923077,"","MIR1282///HYPK///SERF2","microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2","100302254///25764///10169"
"221725_at","221725_at",2.54131391585372e-05,1.0983310074371e-06,7.06727110235082,5.35874508162386,1.0299736,"AI962978","WASF2","WAS protein family member 2","10163"
"1556138_a_at","1556138_a_at",2.54215315305019e-05,1.09915867467959e-06,7.06688661998912,5.35797680712495,1.33882873846154,"CA430162","","",""
"222171_s_at","222171_s_at",2.54798025603115e-05,1.10214418024941e-06,7.06550222736754,5.35521034210709,0.980840815384616,"AK023792","PKNOX2","PBX/knotted 1 homeobox 2","63876"
"218450_at","218450_at",2.57554218358482e-05,1.11500838565071e-06,7.05958111209844,5.34337512020875,1.24457941538462,"NM_015987","HEBP1","heme binding protein 1","50865"
"210180_s_at","210180_s_at",2.58879105721753e-05,1.12121759917533e-06,7.05674840346271,5.33771138507514,1.61933213846154,"U87836","TRA2B","transformer 2 beta homolog (Drosophila)","6434"
"239147_at","239147_at",2.59446699488857e-05,1.12415039979717e-06,7.05541607086995,5.33504713720186,1.38545881538461,"AI243677","ARSK","arylsulfatase family member K","153642"
"227197_at","227197_at",2.60698088134891e-05,1.13004932579733e-06,7.0527471302225,5.32970937245976,1.90437972307693,"AI989530","ARHGEF26","Rho guanine nucleotide exchange factor 26","26084"
"235765_at","235765_at",2.61392204411311e-05,1.13401428232945e-06,7.05096129739865,5.32613724891355,0.701687430769231,"AI742932","TLE4","transducin like enhancer of split 4","7091"
"224741_x_at","224741_x_at",2.61948952730464e-05,1.13690876054758e-06,7.04966168938296,5.32353742956902,1.17254536923077,"BG329175","SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81","small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81","692197///692196///619498///60674///26806///26802///26774///26770///26769"
"212130_x_at","212130_x_at",2.6226775593229e-05,1.13877211263513e-06,7.04882686344939,5.32186727014035,0.79475758461539,"AL537707","EIF1","eukaryotic translation initiation factor 1","10209"
"226731_at","226731_at",2.6258591788876e-05,1.14105002959657e-06,7.0478082215332,5.31982923983318,1.50563587692308,"AA156873","ITGA1","integrin subunit alpha 1","3672"
"203140_at","203140_at",2.6258591788876e-05,1.1415665794904e-06,7.04757752288172,5.31936765406029,2.11895660000001,"NM_001706","BCL6","B-cell CLL/lymphoma 6","604"
"231809_x_at","231809_x_at",2.6258591788876e-05,1.14159437918899e-06,7.04756511019892,5.31934281835087,1.2606054,"AW953770","PDCD7","programmed cell death 7","10081"
"227019_at","227019_at",2.63784840548336e-05,1.14730423798231e-06,7.04502224404537,5.31425452943095,1.35586116923077,"AA129774","C1orf226","chromosome 1 open reading frame 226","400793"
"219979_s_at","219979_s_at",2.63784840548336e-05,1.14777162444352e-06,7.04481467545082,5.31383914510615,1.70279216923077,"NM_016401","HIKESHI","Hikeshi, heat shock protein nuclear import factor","51501"
"201798_s_at","201798_s_at",2.64790657295534e-05,1.15311669871178e-06,7.04244710484128,5.30910077447124,1.1989908,"NM_013451","MYOF","myoferlin","26509"
"217728_at","217728_at",2.64981670515459e-05,1.15443317634718e-06,7.04186572202566,5.30793710038146,1.17502638461539,"NM_014624","S100A6","S100 calcium binding protein A6","6277"
"205042_at","205042_at",2.65627007476717e-05,1.15821634352902e-06,7.0401988119963,5.30460042331132,1.35956627692308,"NM_005476","GNE","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase","10020"
"244217_at","244217_at",2.660082365685e-05,1.16128683194349e-06,7.03885005530259,5.30190032437522,0.413554215384619,"R45186","","",""
"1566482_at","1566482_at",2.66564198279906e-05,1.16469383082894e-06,7.0373577952952,5.29891265830863,2.78335353846154,"AL833114","","",""
"218256_s_at","218256_s_at",2.66564198279906e-05,1.1647405024064e-06,7.03733738460733,5.2988717918237,1.18026336923077,"NM_017426","NUP54","nucleoporin 54","53371"
"215073_s_at","215073_s_at",2.67173689824122e-05,1.16789230668432e-06,7.0359609745683,5.29611580035356,1.69379021538462,"AL554245","NR2F2","nuclear receptor subfamily 2 group F member 2","7026"
"218936_s_at","218936_s_at",2.67274773551224e-05,1.16939451636485e-06,7.03530630389905,5.29480486107974,1.31677033846154,"NM_014167","CCDC59","coiled-coil domain containing 59","29080"
"244401_at","244401_at",2.68015689336302e-05,1.17388229655235e-06,7.03335567899683,5.29089850808035,2.19877204615385,"AI922939","LCA5","LCA5, lebercilin","167691"
"222669_s_at","222669_s_at",2.68015689336302e-05,1.17402391579413e-06,7.03329424954581,5.29077548014842,1.04719803076923,"AK001779","SBDSP1///SBDS","Shwachman-Bodian-Diamond syndrome pseudogene 1///SBDS ribosome assembly guanine nucleotide exchange factor","155370///51119"
"226523_at","226523_at",2.68717693720404e-05,1.17759047856258e-06,7.03174972378931,5.28768201176004,2.16428469230769,"","TAGLN","transgelin","6876"
"223429_x_at","223429_x_at",2.68857259391793e-05,1.17869382855442e-06,7.0312728906573,5.28672691702908,0.67868164615385,"BC004122","ISY1","ISY1 splicing factor homolog","57461"
"212758_s_at","212758_s_at",2.70715404286004e-05,1.18783037015477e-06,7.02734202839443,5.27885225070005,2.29044558461539,"","ZEB1","zinc finger E-box binding homeobox 1","6935"
"229317_at","229317_at",2.71274409216309e-05,1.19077929971494e-06,7.02607997283636,5.27632354344166,1.62284769230769,"BG231980","KPNA5","karyopherin subunit alpha 5","3841"
"229594_at","229594_at",2.71639110577325e-05,1.19287700868067e-06,7.02518418236296,5.2745285701541,1.00943758461539,"","SPTY2D1","SPT2 chromatin protein domain containing 1","144108"
"228764_s_at","228764_s_at",2.72555375469576e-05,1.19739919867933e-06,7.02325859276636,5.27066973326884,0.722250184615388,"","NEDD8-MDP1///MDP1","NEDD8-MDP1 readthrough///magnesium dependent phosphatase 1","100528064///145553"
"207643_s_at","207643_s_at",2.74113137226786e-05,1.20474415867575e-06,7.02014702708614,5.26443317339821,1.08020183076923,"NM_001065","TNFRSF1A","TNF receptor superfamily member 1A","7132"
"229898_at","229898_at",2.74289817580131e-05,1.20602235292663e-06,7.01960754848638,5.26335175548654,1.10395387692308,"AI141426","SNX33","sorting nexin 33","257364"
"231098_at","231098_at",2.74980168978445e-05,1.20981698847549e-06,7.01800945248125,5.26014804433868,2.64297436923077,"BF939996","","",""
"212811_x_at","212811_x_at",2.78477150242678e-05,1.22787111769269e-06,7.0104764130899,5.24504189606478,0.927955784615387,"AI889380","SLC1A4","solute carrier family 1 member 4","6509"
"209002_s_at","209002_s_at",2.78477150242678e-05,1.22798060060975e-06,7.01043108214473,5.24495096995066,0.616019769230771,"BC003177","CALCOCO1","calcium binding and coiled-coil domain 1","57658"
"1553103_at","1553103_at",2.78477150242678e-05,1.2279989194972e-06,7.01042349769431,5.24493575681478,0.890346753846155,"NM_147134","NFX1","nuclear transcription factor, X-box binding 1","4799"
"202760_s_at","202760_s_at",2.78729525182611e-05,1.22962160903604e-06,7.00975213023894,5.24358907561872,1.4018938923077,"NM_007203","PALM2-AKAP2///AKAP2","PALM2-AKAP2 readthrough///A-kinase anchoring protein 2","445815///11217"
"201657_at","201657_at",2.78962293786483e-05,1.23115869210203e-06,7.00911702655781,5.24231507934097,0.907965953846158,"BE890745","ARL1","ADP ribosylation factor like GTPase 1","400"
"208012_x_at","208012_x_at",2.80211680416812e-05,1.23718517883161e-06,7.00663484881829,5.23733539542007,0.716042553846155,"NM_004509","SP110","SP110 nuclear body protein","3431"
"209651_at","209651_at",2.8312866345871e-05,1.25109986450159e-06,7.00095117417684,5.22592982725179,1.95864613846154,"BC001830","TGFB1I1","transforming growth factor beta 1 induced transcript 1","7041"
"218859_s_at","218859_s_at",2.84529007342397e-05,1.2583285592207e-06,6.99802426655388,5.22005463665445,1.46280401538462,"NM_016649","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog","51575"
"210582_s_at","210582_s_at",2.84812729445824e-05,1.26010423873699e-06,6.99730795392913,5.2186166047652,1.31317161538461,"AL117466","LIMK2","LIM domain kinase 2","3985"
"211029_x_at","211029_x_at",2.86458803168351e-05,1.26843486505821e-06,6.99396125090562,5.21189702453646,2.01502313846154,"BC006245","FGF18","fibroblast growth factor 18","8817"
"225385_s_at","225385_s_at",2.88177309150612e-05,1.27709852779503e-06,6.99050479961636,5.20495550959409,0.902164600000001,"AW273811","HNRNPLL","heterogeneous nuclear ribonucleoprotein L like","92906"
