"","ID","adj.P.Val","P.Value","t","B","logFC","GenBank.Accession","Gene.symbol","Gene.title","Gene.ID"
"211466_at","211466_at",0.000333210027905913,2.67567261844957e-05,-5.51858131097688,2.11030203085364,-0.916467076923074,"U70862","NFIB","nuclear factor I B","4781"
"218644_at","218644_at",0.000333210027905913,2.67624245350673e-05,-5.5184826802,2.11008620358363,-1.44076989230769,"NM_016445","PLEK2","pleckstrin 2","26499"
"222140_s_at","222140_s_at",0.000333450481926506,2.67926108961371e-05,-5.51796055353382,2.10894365178053,-0.93959349230769,"","GPR89A///GPR89B","G protein-coupled receptor 89A///G protein-coupled receptor 89B","653519///51463"
"242310_at","242310_at",0.000333450481926506,2.67980140390501e-05,-5.51786716018515,2.10873927945673,-1.85493066153846,"AA665058","","",""
"230577_at","230577_at",0.000333551947443559,2.68122690263272e-05,-5.51762085522452,2.10820028702687,-0.768414630769228,"AW014022","LINC00844","long intergenic non-protein coding RNA 844","100507008"
"231210_at","231210_at",0.000333584675477604,2.68210010681216e-05,-5.51747004479031,2.10787026354794,-0.50534943076923,"AI688721","MAJIN","membrane anchored junction protein","283129"
"213626_at","213626_at",0.000335261808065016,2.69733535107649e-05,-5.51484684167052,2.10212945739621,-0.83505109230769,"AL049442","CBR4","carbonyl reductase 4","84869"
"223162_s_at","223162_s_at",0.000335261808065016,2.6980374128689e-05,-5.51472632684851,2.10186569758345,-0.837601199999998,"AF116707","KIAA1147","KIAA1147","57189"
"201568_at","201568_at",0.000335479548103902,2.7004032760956e-05,-5.51432044290463,2.10097736570056,-0.634881938461538,"NM_014402","UQCRQ","ubiquinol-cytochrome c reductase complex III subunit VII","27089"
"236751_at","236751_at",0.000336728299814215,2.71291844660561e-05,-5.51217940150431,2.09629113497553,-0.474716261538461,"AI660254","","",""
"243608_at","243608_at",0.000336793383172273,2.71405879516604e-05,-5.51198481880265,2.09586521701797,-0.522118846153844,"AI218945","COG2","component of oligomeric golgi complex 2","22796"
"204675_at","204675_at",0.000338416706477437,2.72974118574192e-05,-5.50931732668383,2.090026019385,-1.56043298461538,"NM_001047","SRD5A1","steroid 5 alpha-reductase 1","6715"
"222293_at","222293_at",0.000338416706477437,2.73009237405689e-05,-5.50925777126519,2.08989564319986,-0.89918583076923,"AW204383","CADM4","cell adhesion molecule 4","199731"
"218931_at","218931_at",0.000338416706477437,2.73023519391308e-05,-5.50923355375095,2.08984262714844,-1.35464544615385,"NM_022449","RAB17","RAB17, member RAS oncogene family","64284"
"209624_s_at","209624_s_at",0.000339501408487487,2.74084904812761e-05,-5.507437418204,2.08591043344187,-0.901290076923078,"AB050049","MCCC2","methylcrotonoyl-CoA carboxylase 2","64087"
"224559_at","224559_at",0.000339624501506078,2.74294314406487e-05,-5.50708388527537,2.08513642287118,-2.41311703076923,"AF001540","MALAT1","metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)","378938"
"224583_at","224583_at",0.000339624501506078,2.74308513699285e-05,-5.50705992352048,2.08508396153253,-1.64425395384615,"AL565621","COTL1","coactosin like F-actin binding protein 1","23406"
"211796_s_at","211796_s_at",0.000340316373926376,2.74991813444303e-05,-5.50590833285398,2.08256262693688,-2.21165803076923,"AF043179","TRBC1","T cell receptor beta constant 1","28639"
"200925_at","200925_at",0.000341548556410954,2.76174882102026e-05,-5.5039213766361,2.07821200248344,-0.829659538461534,"NM_004373","COX6A1","cytochrome c oxidase subunit 6A1","1337"
"203588_s_at","203588_s_at",0.000341601007835669,2.76329648712089e-05,-5.50366209221068,2.07764424630562,-0.593873753846151,"BG034328","TFDP2","transcription factor Dp-2","7029"
"1559376_at","1559376_at",0.000342098584367762,2.7680734105953e-05,-5.50286273923567,2.07589385776207,-0.466502307692307,"BI827290","ATP1A1-AS1","ATP1A1 antisense RNA 1","84852"
"229168_at","229168_at",0.000343692578694566,2.78387243983241e-05,-5.50022901635004,2.07012619656417,-0.532442446153845,"AI690433","COL23A1","collagen type XXIII alpha 1 chain","91522"
"223020_at","223020_at",0.000345694008680386,2.80348831182228e-05,-5.49698024362003,2.06301067338967,-0.769151676923075,"AB045223","CLPTM1L","CLPTM1 like","81037"
"228469_at","228469_at",0.000345731080515361,2.80442129325217e-05,-5.49682630419363,2.06267348641221,-0.998081892307688,"BF431902","PPID","peptidylprolyl isomerase D","5481"
"204519_s_at","204519_s_at",0.000346500786000976,2.81232778968481e-05,-5.4955238555119,2.05982052535538,-2.50919890769231,"NM_015993","PLLP","plasmolipin","51090"
"207560_at","207560_at",0.000348933901275981,2.83742135358575e-05,-5.4914148594876,2.0508188363903,-0.722605969230768,"U62966","SLC28A1","solute carrier family 28 member 1","9154"
"206764_x_at","206764_x_at",0.000348936971428202,2.83808452115448e-05,-5.49130677324451,2.05058202640546,-0.599751723076922,"NM_023075","MPPE1","metallophosphoesterase 1","65258"
"239673_at","239673_at",0.000349072303248838,2.84091033454793e-05,-5.49084649834025,2.04957358087096,-1.90351749230769,"AW080999","","",""
"227105_at","227105_at",0.000351519836878422,2.86425416717909e-05,-5.4870620425234,2.04128118356016,-1.04046332307692,"AI400587","CSPP1","centrosome and spindle pole associated protein 1","79848"
"205711_x_at","205711_x_at",0.000351585214758046,2.86621464684869e-05,-5.48674565258513,2.04058785450905,-0.603777999999993,"NM_005174","ATP5C1","ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1","509"
"206401_s_at","206401_s_at",0.000352934777826712,2.8789924263505e-05,-5.48468893838415,2.03608058170566,-1.10492147692308,"J03778","MAPT","microtubule associated protein tau","4137"
"1563793_at","1563793_at",0.000355988339738263,2.90780781942585e-05,-5.48008491360795,2.02598938936364,-1.74973996923077,"AK094114","LOC100130278","uncharacterized LOC100130278","100130278"
"1556300_s_at","1556300_s_at",0.000358362307752228,2.93047622855091e-05,-5.47649575023143,2.01812114597792,-3.08326913846154,"BF476109","SIM1","single-minded family bHLH transcription factor 1","6492"
"231906_at","231906_at",0.000359579750024377,2.94306242589682e-05,-5.47451519207897,2.01377878168954,-1.18274961538461,"BF057634","HOXD8","homeobox D8","3234"
"213435_at","213435_at",0.000360500015549249,2.9519132503228e-05,-5.47312761793163,2.0107363031136,-1.40719572307692,"AB028957","SATB2","SATB homeobox 2","23314"
"210592_s_at","210592_s_at",0.00036144894910587,2.96034457082046e-05,-5.47180976745841,2.0078465303848,-0.726573846153844,"M55580","SAT1","spermidine/spermine N1-acetyltransferase 1","6303"
"218826_at","218826_at",0.000364955924890587,2.99640996220182e-05,-5.46621564626765,1.99557789340158,-1.02539446153846,"NM_017515","SLC35F2","solute carrier family 35 member F2","54733"
"223778_at","223778_at",0.000365515500819907,3.00234131537668e-05,-5.46530223716604,1.99357437807744,-0.837884384615385,"AF311212","KIF9","kinesin family member 9","64147"
"209095_at","209095_at",0.000365865801062252,3.00596178783729e-05,-5.4647456038774,1.99235339204148,-0.782717061538461,"J03620","DLD","dihydrolipoamide dehydrogenase","1738"
"232686_at","232686_at",0.000366762603619905,3.01526822729122e-05,-5.4633179200132,1.98922160145224,-0.921590307692307,"AI801574","SIGLEC17P","sialic acid binding Ig like lectin 17, pseudogene","284367"
"226805_at","226805_at",0.000367776698381533,3.02529645215079e-05,-5.46178454999532,1.98585775490298,-0.574305861538463,"AW006621","FITM2","fat storage inducing transmembrane protein 2","128486"
"220059_at","220059_at",0.000367831697255498,3.02674861628255e-05,-5.46156293769504,1.98537157166807,-1.96974769230769,"NM_012108","STAP1","signal transducing adaptor family member 1","26228"
"243630_at","243630_at",0.000368723957172962,3.03476507961286e-05,-5.46034151482788,1.98269187238976,-0.612577830769231,"BF528375","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1","4707"
"235500_at","235500_at",0.000369114127453642,3.04051189842744e-05,-5.45946793605344,1.98077522487256,-0.630615861538459,"AA889628","HNRNPC","heterogeneous nuclear ribonucleoprotein C (C1/C2)","3183"
"230936_at","230936_at",0.000369114127453642,3.04061623292306e-05,-5.45945209170839,1.98074046141002,-0.572639969230769,"","DNAJB13","DnaJ heat shock protein family (Hsp40) member B13","374407"
"219389_at","219389_at",0.000369114127453642,3.04067678107216e-05,-5.45944289705873,1.98072028777488,-1.46819947692308,"NM_017982","SUSD4","sushi domain containing 4","55061"
"225478_at","225478_at",0.000369228865610834,3.04297259888874e-05,-5.45909439970046,1.97995565676497,-1.04095869230769,"BE783723","MFHAS1","malignant fibrous histiocytoma amplified sequence 1","9258"
"238106_at","238106_at",0.00037108203604362,3.06163889271654e-05,-5.45627087225372,1.97376017725407,-0.95798563076923,"AW771190","","",""
"225817_at","225817_at",0.000372375853276057,3.07437196629383e-05,-5.45435491798166,1.96955568486172,-1.48632753846153,"AB051536","LOC101930349///LOC101930344///CGNL1","uncharacterized LOC101930349///uncharacterized LOC101930344///cingulin like 1","101930349///101930344///84952"
"205189_s_at","205189_s_at",0.000373225529791581,3.08615019695974e-05,-5.45258985926424,1.96568201236238,-0.751037461538461,"NM_000136","FANCC","Fanconi anemia complementation group C","2176"
"211890_x_at","211890_x_at",0.000375685531554256,3.11061436002948e-05,-5.44894565174525,1.95768332609167,-1.1044634,"AF127765","CAPN3","calpain 3","825"
"218789_s_at","218789_s_at",0.000376109558112081,3.11508292292819e-05,-5.44828318024522,1.95622912665355,-1.04603672307692,"NM_019021","C11orf71","chromosome 11 open reading frame 71","54494"
"208941_s_at","208941_s_at",0.000376109558112081,3.11550103098238e-05,-5.44822124484854,1.9560931693249,-0.910211784615385,"BC000941","SEPHS1","selenophosphate synthetase 1","22929"
"221578_at","221578_at",0.00037614963001084,3.11652094000751e-05,-5.44807019885125,1.95576159953332,-0.648715384615381,"AF260335","RASSF4","Ras association domain family member 4","83937"
"218121_at","218121_at",0.000376690614461552,3.12169213374539e-05,-5.4473051358306,1.95408213165391,-0.620537430769231,"NM_002134","HMOX2","heme oxygenase 2","3163"
"218219_s_at","218219_s_at",0.000377478927411427,3.12891540745969e-05,-5.44623864272719,1.95174086951584,-0.777281046153843,"NM_018697","LANCL2","LanC like 2","55915"
"1570239_a_at","1570239_a_at",0.000377959820321532,3.13359280387289e-05,-5.44554938390578,1.95022768778018,-0.63001812307692,"BC029887","CLNK","cytokine dependent hematopoietic cell linker","116449"
"209228_x_at","209228_x_at",0.000379317476931139,3.14623641130812e-05,-5.44369148676502,1.94614867813485,-0.976065615384609,"U42349","TUSC3","tumor suppressor candidate 3","7991"
"1553551_s_at","1553551_s_at",0.00037987853130743,3.1529744400057e-05,-5.44270449620544,1.94398160685708,-0.636578153846148,"","ND2","MTND2","4536"
"241509_at","241509_at",0.000381584444234686,3.16947701061416e-05,-5.44029628100174,1.93869365077941,-1.94909726153846,"AI637733","","",""
"224391_s_at","224391_s_at",0.000382837692041879,3.18173657547013e-05,-5.43851554169719,1.9347831465401,-0.879111030769231,"AF303378","SIAE","sialic acid acetylesterase","54414"
"226373_at","226373_at",0.000383421376530088,3.18869135634624e-05,-5.43750845839276,1.93257145619775,-0.614933430769228,"AW166098","SFXN5","sideroflexin 5","94097"
"221221_s_at","221221_s_at",0.000384089763521349,3.19635742848128e-05,-5.43640097888052,1.93013916975997,-1.18406227692308,"NM_017415","KLHL3","kelch like family member 3","26249"
"200947_s_at","200947_s_at",0.000385045571161894,3.20712854334022e-05,-5.43484951456282,1.92673158979352,-0.950973507692304,"NM_005271","GLUD1","glutamate dehydrogenase 1","2746"
"227475_at","227475_at",0.000385310554903041,3.21004037966777e-05,-5.43443101137828,1.92581236500814,-2.92179518461538,"AI676059","FOXQ1","forkhead box Q1","94234"
"215040_at","215040_at",0.000386206097268388,3.22032665285155e-05,-5.43295572330957,1.9225718223071,-0.62132023076923,"AL049218","RNASEH2B","ribonuclease H2 subunit B","79621"
"233059_at","233059_at",0.000386561812349517,3.22399975183136e-05,-5.43243008495114,1.92141718141129,-1.65974436923077,"AK026384","KCNJ3","potassium voltage-gated channel subfamily J member 3","3760"
"229288_at","229288_at",0.000387820799292902,3.23846390090676e-05,-5.43036613767455,1.91688316578982,-3.38382364615385,"BF439579","EPHA7","EPH receptor A7","2045"
"244827_at","244827_at",0.000387820799292902,3.23944787272762e-05,-5.43022607377019,1.91657546294886,-0.562605199999998,"","","",""
"201334_s_at","201334_s_at",0.000387820799292902,3.23946518586316e-05,-5.43022360971413,1.91657004970974,-0.784899538461536,"AB002380","ARHGEF12","Rho guanine nucleotide exchange factor 12","23365"
"222484_s_at","222484_s_at",0.000387882087665261,3.24135684148649e-05,-5.42995446492106,1.91597876700135,-3.56472335384615,"AF144103","CXCL14","C-X-C motif chemokine ligand 14","9547"
"222340_at","222340_at",0.000388133194911824,3.24491419102322e-05,-5.42944876036137,1.91486776869658,-0.725154615384616,"AW975117","","",""
"203945_at","203945_at",0.000389546018202443,3.26242563758388e-05,-5.4269676174487,1.90941651308499,-1.31241856923077,"NM_001172","ARG2","arginase 2","384"
"211922_s_at","211922_s_at",0.000391914477564707,3.28727900157613e-05,-5.42346952426216,1.90172994280309,-0.966627676923077,"AY028632","CAT","catalase","847"
"214355_x_at","214355_x_at",0.000392252806184638,3.29083424228429e-05,-5.42297134091019,1.90063515959599,-1.0196784,"","CTAGE8///CTAGE4///CTAGE9///CTAGE15","CTAGE family member 8///CTAGE family member 4///CTAGE family member 9///CTAGE family member 15","100142659///100128553///643854///441294"
"203647_s_at","203647_s_at",0.000394468866294179,3.31159048246965e-05,-5.4200737936061,1.89426718335255,-0.699086338461536,"M18003","FDX1","ferredoxin 1","2230"
"218487_at","218487_at",0.000395510584685034,3.32250592676427e-05,-5.41855745907098,1.89093439712048,-1.05649367692307,"BC000977","ALAD","aminolevulinate dehydratase","210"
"217935_s_at","217935_s_at",0.000397564156040254,3.3426656155776e-05,-5.41577030357444,1.88480787411678,-0.521821907692306,"NM_018244","UQCC1","ubiquinol-cytochrome c reductase complex assembly factor 1","55245"
"239173_at","239173_at",0.00039762736277973,3.34392430555317e-05,-5.41559685579884,1.884426589399,-0.732298353846152,"","PATJ","PATJ, crumbs cell polarity complex component","10207"
"224653_at","224653_at",0.000398489294394436,3.35190171910382e-05,-5.41449911767414,1.88201340040179,-0.589097569230766,"U88989","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2","1979"
"1561446_at","1561446_at",0.000398651723624573,3.35399712605951e-05,-5.41421122097639,1.88138048995138,-0.692763584615384,"BC039105","LOC101928443","uncharacterized LOC101928443","101928443"
"236995_x_at","236995_x_at",0.000399101688224263,3.35851278924523e-05,-5.41359142047139,1.88001789737674,-0.944904738461538,"AI830469","TFEC","transcription factor EC","22797"
"202178_at","202178_at",0.000400293234853449,3.37146839780545e-05,-5.411817911726,1.87611874820686,-1.01757313846154,"NM_002744","PRKCZ","protein kinase C zeta","5590"
"1552652_at","1552652_at",0.000404001502583674,3.41082932954045e-05,-5.40647222273448,1.86436417660538,-0.533815615384615,"","HPS4","HPS4, biogenesis of lysosomal organelles complex 3 subunit 2","89781"
"207655_s_at","207655_s_at",0.00040465176433275,3.41705934325434e-05,-5.4056319025137,1.86251616067391,-2.28177915384615,"NM_013314","BLNK","B-cell linker","29760"
"217534_at","217534_at",0.000405371358980455,3.42461876018422e-05,-5.40461437184869,1.86027833768236,-0.554725738461537,"","FAM49B","family with sequence similarity 49 member B","51571"
"205016_at","205016_at",0.000405502750732884,3.42647043143288e-05,-5.4043654792394,1.85973094116113,-3.05586050769231,"NM_003236","TGFA","transforming growth factor alpha","7039"
"208405_s_at","208405_s_at",0.000406190938728922,3.43377141070887e-05,-5.40338545671056,1.85757549318963,-0.449036907692303,"NM_006016","CD164","CD164 molecule","8763"
"204485_s_at","204485_s_at",0.000407136178902254,3.44548532195835e-05,-5.40181752547963,1.85412681852007,-0.979197615384614,"NM_005486","TOM1L1","target of myb1 like 1 membrane trafficking protein","10040"
"223183_at","223183_at",0.000407905506285492,3.45348804498499e-05,-5.40074947762739,1.85177750779565,-0.68069558461538,"AI928403","AGPAT3","1-acylglycerol-3-phosphate O-acyltransferase 3","56894"
"239242_at","239242_at",0.00040800389873813,3.45506730893012e-05,-5.40053900741782,1.85131453840717,-0.81135586153846,"AI807887","SLC25A5-AS1","SLC25A5 antisense RNA 1","100303728"
"239380_at","239380_at",0.000408112224552306,3.45673106886462e-05,-5.40031738279558,1.85082702824901,-1.1642375076923,"AI190413","LINC01554","long intergenic non-protein coding RNA 1554","202299"
"230780_at","230780_at",0.000408116847678743,3.45751666840044e-05,-5.40021277330226,1.8505969159703,-0.712366830769228,"AI911972","LINC00886","long intergenic non-protein coding RNA 886","730091"
"202700_s_at","202700_s_at",0.000410066504848549,3.47853397254242e-05,-5.39742312720973,1.84446007739488,-0.649013538461537,"NM_014698","TMEM63A","transmembrane protein 63A","9725"
"214470_at","214470_at",0.000411477813213326,3.49125848284704e-05,-5.39574256081185,1.84076270864287,-2.46439898461538,"NM_002258","KLRB1","killer cell lectin like receptor B1","3820"
"207418_s_at","207418_s_at",0.000413262268610337,3.51114561461834e-05,-5.39312851607269,1.83501109213314,-0.375532523076919,"NM_003649","DDO","D-aspartate oxidase","8528"
"238099_at","238099_at",0.000413704402168865,3.51620367056007e-05,-5.392466081296,1.83355345180673,-0.525990184615384,"AI827632","","",""
"205977_s_at","205977_s_at",0.000415097299946017,3.52955193890984e-05,-5.39072257915216,1.82971680344492,-0.596349861538461,"NM_005232","EPHA1","EPH receptor A1","2041"
"231981_at","231981_at",0.000417388319126504,3.55285822993095e-05,-5.387694508167,1.82305273172013,-0.806543323076924,"AK001889","PRLR","prolactin receptor","5618"
"235109_at","235109_at",0.000418008682738864,3.55966790458555e-05,-5.38681359668887,1.82111389174487,-0.994601107692306,"AI887983","ZBED3","zinc finger BED-type containing 3","84327"
"210177_at","210177_at",0.000418089808135711,3.56112343207683e-05,-5.38662553075975,1.82069995909783,-0.553895861538458,"U34249","TRIM15","tripartite motif containing 15","89870"
"226860_at","226860_at",0.000418341806289398,3.56403499532879e-05,-5.38624956912455,1.8198724585543,-1.42137315384615,"AW572609","TMEM19","transmembrane protein 19","55266"
"202956_at","202956_at",0.000419035943452837,3.573028479651e-05,-5.38509024818127,1.81732068230065,-0.669416830769228,"NM_006421","ARFGEF1","ADP ribosylation factor guanine nucleotide exchange factor 1","10565"
"207886_s_at","207886_s_at",0.000419626388984879,3.58035135731954e-05,-5.38414848278834,1.81524767421722,-1.04978675384615,"NM_001742","CALCR","calcitonin receptor","799"
"237003_at","237003_at",0.000419908927448934,3.58353005116914e-05,-5.38374029718141,1.81434915289735,-0.497384323076921,"AA878383","BEST3","bestrophin 3","144453"
"213358_at","213358_at",0.000423086590318679,3.61451753704353e-05,-5.3797803991698,1.80563159417768,-1.27651124615384,"AB018345","MTCL1","microtubule crosslinking factor 1","23255"
"207949_s_at","207949_s_at",0.000423174688665463,3.61604416176505e-05,-5.37958621015468,1.80520405716735,-0.890617061538463,"NM_004968","ICA1","islet cell autoantigen 1","3382"
"229460_at","229460_at",0.000425895858075642,3.6416335372723e-05,-5.37634362960998,1.79806449850159,-0.897064476923076,"AI927605","FAM126B","family with sequence similarity 126 member B","285172"
"1559754_at","1559754_at",0.000429615204032886,3.67893623279739e-05,-5.37165830380752,1.78774655804573,-0.693862707692309,"BC018898","LTB","lymphotoxin beta","4050"
"219707_at","219707_at",0.000429739336396439,3.68078520776319e-05,-5.37142733308218,1.7872378657954,-0.440009907692307,"NM_014427","CPNE7","copine 7","27132"
"241607_at","241607_at",0.00043231268926052,3.70677985780213e-05,-5.36819263240994,1.78011320939491,-0.850777569230769,"BF382808","LOC730102","quinone oxidoreductase-like protein 2 pseudogene","730102"
"207959_s_at","207959_s_at",0.000432773459373512,3.71231371643671e-05,-5.36750701094232,1.77860295539275,-0.459184107692306,"NM_004662","DNAH9","dynein axonemal heavy chain 9","1770"
"241397_at","241397_at",0.000433118983958349,3.71606978280497e-05,-5.36704224572489,1.77757916820334,-0.397301969230769,"AW276866","","",""
"236347_at","236347_at",0.000433237490846891,3.71787893379719e-05,-5.36681855785228,1.77708642030065,-0.784944030769231,"","MMAA","methylmalonic aciduria (cobalamin deficiency) cblA type","166785"
"1552749_a_at","1552749_a_at",0.000433461480152842,3.72059392109243e-05,-5.36648307899605,1.77634740642509,-0.845656430769227,"","KLC3","kinesin light chain 3","147700"
"1552367_a_at","1552367_a_at",0.000434531107551954,3.73056976469844e-05,-5.3652525554419,1.77363664291834,-1.79852596923077,"AF276507","SCIN","scinderin","85477"
"207180_s_at","207180_s_at",0.000439259977324758,3.77518542926207e-05,-5.35979007665709,1.76160147037374,-0.743466046153847,"NM_006410","HTATIP2","HIV-1 Tat interactive protein 2","10553"
"239477_at","239477_at",0.000439326803638391,3.77736681098139e-05,-5.35952469697734,1.76101670421892,-1.58820041538461,"BF941046","EFHB","EF-hand domain family member B","151651"
"226974_at","226974_at",0.000441932685641866,3.8013889722427e-05,-5.35661256527382,1.75459937420811,-1.47849938461538,"AL536553","NEDD4L","neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase","23327"
"213362_at","213362_at",0.000442598844693152,3.80792860619404e-05,-5.35582304504913,1.7528594106979,-1.33376309230769,"N73931","PTPRD","protein tyrosine phosphatase, receptor type D","5789"
"214615_at","214615_at",0.000443578222148098,3.81716604518848e-05,-5.35471018269516,1.75040676090027,-0.418490538461537,"NM_014499","P2RY10","purinergic receptor P2Y10","27334"
"1565598_at","1565598_at",0.00044425478840039,3.82380070272013e-05,-5.35391258370258,1.74864885363963,-1.55934596923077,"BC026299","","",""
"1563453_at","1563453_at",0.00044475906068497,3.83220838570991e-05,-5.35290386778688,1.74642556137276,-0.797848215384613,"AL833544","","",""
"225601_at","225601_at",0.000445402409796564,3.83938099199123e-05,-5.35204511837621,1.7445327340332,-1.34555023076923,"AI806853","HMGB3","high mobility group box 3","3149"
"210447_at","210447_at",0.000446123948256396,3.84804854133912e-05,-5.3510095718114,1.74225012634208,-0.622133938461538,"BC005111","GLUD2","glutamate dehydrogenase 2","2747"
"214475_x_at","214475_x_at",0.000447465485139886,3.86371203538254e-05,-5.34914422864343,1.73813818847137,-1.48910376923077,"AF127764","CAPN3","calpain 3","825"
"236220_at","236220_at",0.00044953810577043,3.88571941082954e-05,-5.34653642743255,1.73238905255533,-1.52195310769231,"AI935541","SLC16A10","solute carrier family 16 member 10","117247"
"223195_s_at","223195_s_at",0.000452109013458717,3.91290324954119e-05,-5.34333600645055,1.72533258365367,-0.443639384615382,"BF131886","SESN2","sestrin 2","83667"
"228040_at","228040_at",0.00045358622939123,3.92900664361567e-05,-5.34145082111865,1.72117558359305,-0.866312646153846,"AW294192","GLIDR","glioblastoma down-regulated RNA","389741"
"203350_at","203350_at",0.000455124394773329,3.94399521250303e-05,-5.33970323237168,1.71732170717694,-0.834751907692308,"NM_001128","AP1G1","adaptor related protein complex 1 gamma 1 subunit","164"
"222995_s_at","222995_s_at",0.000456744062549229,3.96395155848379e-05,-5.33738693905765,1.71221326500739,-0.68638303076923,"AF226732","RHBDD2","rhomboid domain containing 2","57414"
"216012_at","216012_at",0.000456744062549229,3.96554927283253e-05,-5.33720201140993,1.7118053974655,-1.18112716923077,"U43604","","",""
"212623_at","212623_at",0.000461387014398296,4.01092360207609e-05,-5.33198172023586,1.70029049416414,-0.93503083076923,"AU153138","TMEM41B","transmembrane protein 41B","440026"
"239776_at","239776_at",0.000462047991802043,4.01865285015329e-05,-5.33109849755269,1.69834203993125,-0.414229723076922,"AI027091","TMEM232","transmembrane protein 232","642987"
"205816_at","205816_at",0.000462047991802043,4.01920484501238e-05,-5.33103548746484,1.69820303234357,-0.940646661538459,"NM_002214","ITGB8","integrin subunit beta 8","3696"
"224801_at","224801_at",0.000462276377344651,4.02203699502241e-05,-5.33071233729555,1.69749011981435,-0.637584399999999,"AI655642","NDFIP2","Nedd4 family interacting protein 2","54602"
"238184_at","238184_at",0.000463890625043635,4.03947556622359e-05,-5.32872769772874,1.69311153223434,-1.10598836923077,"AI765998","","",""
"1554842_at","1554842_at",0.000465460348530652,4.05569840036585e-05,-5.32688926840293,1.6890552018289,-0.697853661538461,"BC040138","SLC12A1","solute carrier family 12 member 1","6557"
"203145_at","203145_at",0.000468115018353889,4.08311023782295e-05,-5.32379988189688,1.68223805931774,-0.770946446153844,"NM_006461","SPAG5","sperm associated antigen 5","10615"
"218676_s_at","218676_s_at",0.000468303886048956,4.08561414989212e-05,-5.32351874215685,1.68161764437144,-0.899526153846152,"NM_021213","PCTP","phosphatidylcholine transfer protein","58488"
"1554234_at","1554234_at",0.000468379310093178,4.0871288311926e-05,-5.3233487589492,1.68124252453532,-0.59179376923077,"BC034999","KATNAL2","katanin catalytic subunit A1 like 2","83473"
"1558815_at","1558815_at",0.000470950317658182,4.11128644935071e-05,-5.32064637230619,1.67527853426184,-1.15826684615385,"BC035329","SORBS2","sorbin and SH3 domain containing 2","8470"
"203212_s_at","203212_s_at",0.000476207685025886,4.16153693471181e-05,-5.31507674714504,1.66298466727404,-0.65688036923077,"NM_016156","MTMR2","myotubularin related protein 2","8898"
"1553715_s_at","1553715_s_at",0.000477109830346679,4.17116596078121e-05,-5.31401734603463,1.66064593006657,-1.24596103076923,"","MCRIP2","MAPK regulated corepressor interacting protein 2","84331"
"205780_at","205780_at",0.000477119931798342,4.17253809864195e-05,-5.31386658476223,1.66031310084339,-0.545803646153845,"NM_001197","BIK","BCL2 interacting killer","638"
"236085_at","236085_at",0.000478535901048802,4.19151061750839e-05,-5.31178719220923,1.65572230727315,-2.30823061538462,"","CAPSL","calcyphosine like","133690"
"228077_at","228077_at",0.000479339789608766,4.20468885407159e-05,-5.31034850976314,1.6525458197408,-0.623373553846154,"AK026666","MRI1","methylthioribose-1-phosphate isomerase 1","84245"
"1553062_at","1553062_at",0.00048204387017337,4.23032481032822e-05,-5.30756296332644,1.64639504674048,-0.550168615384615,"NM_058165","MOGAT1","monoacylglycerol O-acyltransferase 1","116255"
"1557474_at","1557474_at",0.00048204387017337,4.23110118396605e-05,-5.30747887374177,1.64620935752866,-2.55064532307692,"BC043647","LOC284578","uncharacterized LOC284578","284578"
"224505_s_at","224505_s_at",0.00048204387017337,4.23193521139858e-05,-5.30738855720603,1.64600991706963,-1.54387353846154,"BC006355","PLCD4","phospholipase C delta 4","84812"
"1555310_a_at","1555310_a_at",0.000484137282214257,4.25474099870051e-05,-5.30492595282521,1.64057161903037,-1.18424616923077,"BC035596","PAK6","p21 (RAC1) activated kinase 6","56924"
"202830_s_at","202830_s_at",0.000486498398805207,4.27789207944589e-05,-5.30243982659248,1.63508082903614,-1.21664233846154,"NM_001467","SLC37A4","solute carrier family 37 member 4","2542"
"224333_s_at","224333_s_at",0.000487108719378302,4.2853094471141e-05,-5.30164620575958,1.63332794422921,-0.443140553846151,"AB049940","MRPS5","mitochondrial ribosomal protein S5","64969"
"213546_at","213546_at",0.000487987903939664,4.29426460846424e-05,-5.30068991776388,1.63121569919433,-1.03039078461538,"AL050378","DKFZP586I1420","uncharacterized protein DKFZp586I1420","222161"
"221810_at","221810_at",0.000487987903939664,4.295070271092e-05,-5.30060398405484,1.63102588519241,-1.01174441538461,"AA631242","RAB15","RAB15, member RAS oncogene family","376267"
"225205_at","225205_at",0.000487987903939664,4.2957215942599e-05,-5.30053452456887,1.63087245967053,-0.569373584615382,"AI819734","KIF3B","kinesin family member 3B","9371"
"238526_at","238526_at",0.000491822095241789,4.33756953499023e-05,-5.29609412713348,1.62106340417842,-0.837896569230765,"AL119897","RAB3IP","RAB3A interacting protein","117177"
"242416_at","242416_at",0.000491850034735797,4.33871553274943e-05,-5.29597314459647,1.62079612338881,-0.553189323076922,"C14640","","",""
"202960_s_at","202960_s_at",0.000493253388438119,4.35734931072127e-05,-5.29401055436618,1.61646008815044,-0.611413907692308,"NM_000255","MUT","methylmalonyl-CoA mutase","4594"
